,userID,u_EF,u_avg_orders,u_avg_period,u_first_bought,u_last_bought,u_std_avg_period,u_mean_bought,u_std_bought
291480,12547,6,2.89,26.88,15,230,18.29,129.67,69.29
291505,12548,3,2.67,60.5,53,174,0.5,113.33,49.4
291510,12549,1,3.0,0.0,62,62,0.0,62.0,0.0
291511,12550,4,3.25,35.67,86,193,8.99,144.5,40.82
291521,12551,8,4.05,11.8,2,238,7.58,129.14,69.49
291583,12552,3,4.0,60.33,63,244,42.13,165.0,65.07
291596,12553,5,3.17,34.0,56,226,24.28,151.67,60.71
291613,12554,4,4.0,57.67,30,203,21.7,122.25,62.34
291627,12555,2,1.67,84.5,69,238,82.5,126.0,79.2
291631,12556,7,3.71,13.19,16,227,12.33,106.29,76.73
291689,12557,4,4.0,27.75,126,237,21.26,185.2,35.51
291705,12558,3,2.4,58.75,7,242,62.29,122.8,95.47
291716,12559,4,3.2,51.0,40,244,19.21,144.4,69.52
291728,12560,5,4.25,30.43,25,238,23.9,142.88,77.61
291760,12561,5,3.17,44.6,22,245,26.07,108.17,77.65
291778,12562,4,6.0,50.67,48,200,29.94,124.25,63.0
291794,12563,6,6.5,32.57,14,242,18.57,135.25,83.26
291820,12564,3,3.33,70.0,7,147,38.0,89.67,59.9
291830,12565,5,2.38,30.29,20,232,38.48,146.0,77.11
291840,12566,5,2.89,25.12,26,227,25.77,117.67,69.42
291863,12567,6,5.12,30.71,28,243,17.08,137.5,71.9
291893,12568,6,8.57,39.17,8,243,37.2,104.57,70.01
291926,12569,6,4.0,28.0,48,216,11.86,127.29,53.95
291948,12570,4,1.86,13.67,142,224,3.64,182.0,28.14
291960,12571,5,3.0,35.33,20,232,30.34,94.43,80.21
291971,12572,6,2.73,22.3,11,234,24.03,135.18,70.13
291995,12573,6,3.75,20.0,18,238,26.5,142.83,75.86
292032,12574,4,4.0,36.2,36,217,28.32,112.33,64.25
292051,12575,5,4.0,38.8,38,232,30.12,112.67,62.09
292073,12576,8,3.0,17.17,30,236,11.6,136.0,62.71
292101,12577,5,4.17,47.2,1,237,22.1,116.67,78.29
292122,12578,5,3.33,18.64,18,223,14.46,111.83,61.29
292155,12579,2,1.0,79.0,80,238,71.0,182.67,72.67
292158,12580,7,5.89,13.0,1,235,9.88,108.58,76.67
292244,12581,5,4.33,45.4,18,245,18.94,115.5,83.76
292259,12582,6,3.23,19.17,7,237,23.34,130.92,81.3
292292,12583,8,3.65,10.64,3,237,7.58,107.04,73.01
292361,12584,4,7.67,43.8,21,240,43.76,106.5,67.13
292384,12585,3,5.75,57.0,5,176,32.4,86.75,60.72
292398,12586,3,7.8,49.0,37,233,62.94,150.8,89.04
292415,12587,4,2.0,32.33,97,194,8.06,145.0,35.09
292422,12588,5,1.8,35.5,82,224,11.15,150.2,52.35
292430,12589,6,3.8,23.67,4,217,28.6,131.9,69.15
292465,12590,6,4.12,24.14,76,245,14.12,169.25,56.56
292492,12591,6,8.0,28.14,35,232,15.9,126.88,64.81
292531,12592,4,3.0,44.0,25,245,36.73,159.5,86.37
292546,12593,2,2.8,41.75,35,202,55.72,133.6,75.92
292557,12594,3,3.0,69.0,12,219,63.97,142.75,78.11
292567,12595,5,3.29,22.67,84,220,19.24,159.14,52.76
292583,12596,8,7.86,17.92,6,239,10.67,112.71,75.65
292658,12597,5,3.5,32.0,6,230,32.18,109.38,92.73
292680,12598,6,2.78,21.38,27,198,11.69,106.0,56.61
292702,12599,4,4.17,44.2,18,239,40.49,149.83,82.89
292722,12600,7,3.62,18.08,23,240,14.45,128.77,62.35
292753,12601,6,2.0,29.62,1,238,23.33,114.56,75.87
292768,12602,7,4.79,17.77,6,237,14.21,116.0,74.98
292816,12603,7,4.27,23.1,2,233,14.35,103.82,84.52
292848,12604,6,4.1,17.78,71,231,7.08,141.2,51.13
292872,12605,3,4.83,26.4,43,175,27.21,116.17,51.23
292894,12606,3,10.0,102.0,26,230,80.0,101.33,91.42
292912,12607,5,4.14,25.83,66,221,16.55,128.0,53.34
292938,12608,3,4.67,42.5,104,189,22.5,139.0,36.29
292945,12609,4,2.5,60.0,49,229,30.82,131.5,73.19
292955,12610,4,2.6,54.0,2,218,53.61,70.4,77.77
292968,12611,4,2.83,30.4,59,211,28.33,146.83,58.22
292983,12612,4,3.67,45.0,13,238,54.56,114.67,89.46
292999,12613,6,4.4,22.56,27,230,26.89,126.6,72.1
293027,12614,3,2.5,27.0,120,201,17.11,163.75,33.81
293037,12615,6,3.43,31.5,46,235,18.39,147.86,65.62
293057,12616,5,4.0,43.4,2,219,37.28,145.17,79.0
293073,12617,7,3.69,18.5,20,242,14.55,153.85,67.87
293109,12618,7,3.7,26.44,6,244,14.65,121.6,78.42
293134,12619,8,3.73,21.6,2,218,14.43,112.73,70.51
293171,12620,7,4.19,15.67,8,243,15.66,137.75,84.12
293230,12621,6,5.67,27.12,16,233,20.85,118.11,76.45
293275,12622,5,3.5,36.0,12,192,27.25,77.0,59.82
293294,12623,5,3.0,42.4,28,240,37.36,150.83,75.84
293308,12624,4,14.2,33.75,14,149,24.59,81.0,53.91
293320,12625,6,3.14,36.67,13,233,22.26,143.71,76.25
293341,12626,7,2.64,24.3,1,244,10.35,124.18,71.18
293367,12627,5,3.9,19.44,37,212,14.92,125.0,57.82
293400,12628,8,3.78,13.76,7,241,9.6,120.28,65.56
293454,12629,5,5.29,35.33,27,239,31.54,128.71,81.69
293481,12630,3,2.67,55.5,27,138,30.5,92.67,47.54
293489,12631,5,3.29,26.17,30,187,32.21,127.29,59.8
293509,12632,2,3.33,71.0,34,176,62.0,84.33,64.92
293516,12633,2,1.5,55.0,29,84,0.0,56.5,27.5
293518,12634,5,2.43,35.0,13,223,25.68,133.71,75.57
293535,12635,3,2.33,75.5,17,168,43.5,107.0,64.97
293541,12636,4,3.25,44.67,28,162,16.11,103.0,52.24
293551,12637,3,3.4,43.5,28,202,36.15,120.4,64.52
293564,12638,4,2.0,29.0,90,206,16.75,149.4,46.51
293571,12639,5,4.71,30.83,58,243,22.72,140.14,73.11
293595,12640,2,2.33,28.0,70,126,9.0,95.0,23.25
293601,12641,7,4.27,18.9,51,240,9.64,133.27,61.47
293640,12642,7,4.28,13.0,19,240,11.64,145.17,78.15
293706,12643,3,4.0,32.25,5,134,34.79,96.2,47.31
293720,12644,6,4.75,21.0,14,245,20.69,150.17,79.15
293769,12645,8,3.95,11.47,12,230,9.11,118.5,67.96
293838,12646,3,4.0,27.0,113,194,29.22,170.0,33.28
293850,12647,8,3.38,18.17,7,225,10.74,123.0,74.66
293883,12648,3,4.0,62.67,1,189,30.21,76.5,72.39
293889,12649,5,4.42,19.09,34,244,13.3,155.42,75.46
293920,12650,5,3.5,32.8,27,191,27.84,121.83,65.53
293935,12651,7,5.1,24.0,28,244,15.3,124.3,73.63
293963,12652,4,3.57,11.67,23,93,7.02,53.14,24.68
293979,12653,4,3.4,56.75,6,233,68.63,163.2,80.7
293991,12654,4,5.67,38.8,39,233,40.54,134.5,71.8
294010,12655,4,5.0,45.5,19,201,33.22,81.2,66.81
294020,12656,2,8.0,192.0,40,232,0.0,136.0,96.0
294033,12657,6,4.57,37.33,8,232,23.96,116.71,67.4
294063,12658,5,3.62,19.0,110,243,15.65,177.62,40.57
294084,12659,3,2.0,36.0,67,175,25.39,110.75,45.38
294091,12660,5,3.25,29.14,16,220,25.37,85.88,69.8
294110,12661,3,9.67,103.0,14,220,59.0,136.67,88.58
294124,12662,6,3.7,19.56,59,235,15.83,151.1,62.71
294145,12663,4,3.0,72.33,28,245,16.44,146.5,81.79
294153,12664,3,3.25,58.33,56,231,31.41,142.25,62.08
294162,12665,5,1.6,39.25,43,200,19.98,128.4,53.94
294169,12666,4,2.17,18.4,15,107,10.59,62.5,33.29
294181,12667,4,2.33,43.6,5,223,32.38,133.67,71.75
294195,12668,8,4.47,15.71,23,243,9.69,140.8,74.93
294246,12669,4,3.5,40.67,5,127,29.41,80.5,45.86
294256,12670,3,4.33,77.5,68,223,39.5,132.33,65.96
294269,12671,6,3.71,26.33,70,228,13.83,160.86,56.44
294287,12672,4,2.0,36.0,94,238,23.38,149.6,50.39
294293,12673,3,2.25,71.67,25,240,53.82,153.5,79.0
294301,12674,2,2.0,16.5,192,225,10.5,205.0,14.35
294307,12675,4,5.6,41.0,47,211,24.87,116.0,60.62
294321,12676,4,3.71,34.17,38,243,22.85,128.86,80.69
294341,12677,5,3.0,39.8,45,244,19.98,157.17,66.6
294359,12678,6,3.6,19.67,63,240,11.99,158.4,61.11
294389,12679,4,3.29,38.0,17,245,40.93,183.57,76.12
294407,12680,8,4.42,11.67,14,224,8.09,133.74,63.85
294468,12681,3,3.0,83.5,45,212,44.5,113.67,71.33
294474,12682,3,3.33,90.0,51,231,74.0,116.33,81.34
294482,12683,2,1.5,72.0,152,224,0.0,188.0,36.0
294485,12684,3,4.8,33.0,109,241,19.79,171.8,53.06
294501,12685,2,2.0,178.0,31,209,0.0,120.0,89.0
294505,12686,6,2.89,27.12,7,224,27.38,86.89,61.03
294530,12687,7,4.64,20.9,30,239,16.36,135.91,65.67
294572,12688,7,4.9,25.0,16,241,22.44,129.0,73.3
294602,12689,7,4.0,20.55,15,241,16.12,121.58,71.27
294640,12690,4,5.2,22.75,77,168,13.4,110.8,34.38
294660,12691,6,6.78,29.25,1,235,19.97,104.0,80.12
294690,12692,4,6.14,20.83,114,239,13.53,190.43,43.38
294706,12693,5,2.75,22.57,54,212,19.37,128.75,52.21
294724,12694,3,5.33,64.5,67,196,18.5,125.33,53.38
294735,12695,8,4.92,19.36,12,225,10.47,104.42,69.07
294777,12696,3,4.33,105.5,32,243,67.5,115.0,91.83
294789,12697,3,10.25,52.67,35,193,40.19,99.75,67.44
294813,12698,6,6.89,26.75,12,226,13.85,115.89,75.48
294850,12699,4,4.25,69.67,12,221,29.26,123.25,83.45
294860,12700,5,3.25,24.57,2,174,14.18,104.62,56.89
294880,12701,8,2.74,12.89,6,238,10.62,125.68,70.8
294922,12702,5,3.14,31.83,26,217,16.65,113.14,59.07
294941,12703,1,2.5,1.0,196,197,0.0,196.5,0.5
294945,12704,6,2.5,27.29,38,229,24.6,159.12,58.59
294964,12705,4,2.8,57.75,6,237,63.66,104.2,96.2
294976,12706,4,3.25,57.67,14,187,47.72,74.25,67.29
294984,12707,6,2.57,38.67,7,239,23.51,116.0,86.05
295002,12708,2,2.75,29.0,65,152,22.64,109.0,37.57
295012,12709,5,3.2,43.5,64,238,7.09,157.0,61.16
295021,12710,3,3.25,46.33,56,195,29.96,110.0,57.01
295032,12711,6,2.5,29.57,37,244,20.27,133.12,73.0
295050,12712,5,6.33,22.88,15,198,21.45,83.89,58.14
295087,12713,8,2.07,17.54,12,240,8.71,124.57,67.93
295109,12714,5,5.11,23.38,27,214,23.21,100.89,60.69
295149,12715,7,2.91,21.1,22,233,14.4,120.91,58.31
295167,12716,4,4.5,69.0,15,222,42.36,137.0,76.09
295176,12717,7,2.81,14.47,25,242,12.51,135.38,71.25
295215,12718,4,2.2,30.0,85,205,20.27,130.2,43.02
295222,12719,5,3.0,31.43,22,242,27.43,158.88,82.99
295242,12720,4,4.0,53.5,30,244,33.38,152.4,84.87
295261,12721,8,3.11,13.47,11,240,10.28,145.89,67.66
295302,12722,6,5.8,21.56,31,225,17.92,136.4,66.48
295339,12723,4,3.17,35.0,43,218,35.82,128.83,62.37
295356,12724,6,2.62,30.86,3,219,29.64,118.38,76.8
295377,12725,5,5.12,21.14,80,228,14.72,171.62,44.49
295400,12726,5,1.82,19.0,55,245,17.56,141.73,60.52
295415,12727,4,2.5,70.0,6,216,39.81,113.5,86.62
295421,12728,5,3.5,22.22,33,233,19.76,156.9,74.3
295449,12729,5,5.33,45.6,17,245,49.26,123.17,85.69
295469,12730,8,2.78,14.06,2,241,9.06,122.94,69.73
295517,12731,8,4.33,17.07,5,244,10.82,135.6,70.58
295573,12732,7,2.92,19.36,5,218,14.12,115.08,64.6
295601,12733,6,5.33,36.4,37,219,16.75,142.0,66.4
295624,12734,6,7.12,33.57,3,238,11.89,134.62,77.3
295675,12735,8,4.33,26.12,8,217,6.95,122.11,65.96
295705,12736,8,2.88,14.8,11,233,11.31,124.5,76.52
295738,12737,3,3.33,28.6,68,211,28.16,150.67,53.87
295751,12738,3,3.8,33.5,76,210,30.48,159.8,45.16
295769,12739,2,6.0,210.0,12,222,0.0,117.0,105.0
295779,12740,5,4.2,46.5,3,189,14.12,86.8,66.22
295797,12741,4,6.86,33.83,6,209,27.66,123.86,73.34
295822,12742,8,3.91,20.8,8,216,10.53,120.73,65.92
295849,12743,3,4.0,91.0,6,188,30.0,107.0,75.64
295860,12744,4,1.75,57.67,46,219,23.46,146.0,67.22
295867,12745,4,8.0,39.5,17,175,14.97,93.6,55.33
295876,12746,3,2.0,80.0,5,245,47.42,150.75,96.97
295883,12747,8,4.45,22.2,2,224,8.62,110.09,73.93
295923,12748,6,4.42,21.55,7,244,17.52,122.58,81.11
295960,12749,5,3.0,26.88,13,228,26.9,106.89,74.24
295976,12750,2,1.0,58.0,98,156,0.0,127.0,29.0
295978,12751,3,2.2,38.0,79,231,31.08,170.6,53.51
295988,12752,6,4.89,23.12,53,238,12.74,144.78,57.91
296026,12753,8,4.12,15.0,4,244,8.22,138.35,80.01
296087,12754,3,7.25,57.0,70,241,34.32,150.25,60.79
296106,12755,4,5.29,38.17,9,238,32.51,129.0,65.83
296142,12756,5,5.0,30.83,56,241,26.79,177.57,68.42
296175,12757,4,5.6,29.75,84,203,22.85,160.8,41.95
296197,12758,4,3.25,42.67,92,220,12.81,161.75,49.59
296206,12759,8,3.44,13.53,14,244,7.87,129.78,66.18
296243,12760,2,3.33,59.0,114,232,54.0,191.0,54.49
296253,12761,3,4.75,54.67,81,245,34.5,144.0,66.67
296264,12762,7,4.11,27.0,9,225,18.41,118.0,71.63
296293,12763,4,3.0,41.6,4,212,27.8,117.83,80.16
296310,12764,2,3.0,10.0,48,68,7.0,55.67,8.81
296316,12765,7,7.08,17.67,33,245,10.63,147.69,62.45
296358,12766,5,3.83,37.8,55,244,27.85,167.17,71.4
296380,12767,4,6.0,46.33,91,230,6.18,157.0,51.56
296398,12768,6,3.67,24.5,27,223,20.09,133.44,73.68
296415,12769,5,3.9,17.33,21,177,15.61,121.7,50.07
296444,12770,6,3.62,22.43,28,185,16.55,94.88,49.24
296468,12771,2,2.0,39.5,15,94,26.5,45.67,34.59
296474,12772,2,4.5,43.0,40,83,0.0,61.5,21.5
296480,12773,5,5.12,25.86,10,191,21.38,88.62,66.71
296514,12774,6,3.33,29.5,1,237,26.8,132.78,82.94
296539,12775,1,4.0,0.0,108,108,0.0,108.0,0.0
296543,12776,2,3.5,15.67,6,53,5.44,31.75,17.14
296555,12777,5,3.17,38.2,43,234,19.63,130.33,71.34
296572,12778,4,5.43,35.17,7,218,39.81,82.71,64.66
296602,12779,2,6.5,22.0,197,219,0.0,208.0,11.0
296605,12780,3,3.67,80.0,35,195,61.0,135.33,71.37
296613,12781,6,3.8,25.89,3,236,18.13,109.9,74.62
296642,12782,6,3.27,19.9,30,229,20.58,156.73,54.02
296668,12783,6,4.22,27.25,27,245,15.92,124.56,74.39
296701,12784,4,2.2,42.5,62,232,26.5,165.8,64.67
296711,12785,5,7.38,28.57,32,232,19.67,122.62,73.66
296743,12786,4,4.5,39.2,6,202,47.11,106.33,84.69
296763,12787,6,5.75,34.71,2,245,21.72,144.0,86.14
296782,12788,8,5.89,28.12,15,240,9.91,118.33,72.56
296833,12789,6,4.43,30.5,5,188,24.03,96.43,67.88
296852,12790,3,3.0,33.25,80,213,24.38,164.8,46.51
296866,12791,4,4.6,34.25,64,201,20.5,142.4,52.99
296881,12792,6,4.17,30.6,90,243,21.18,155.17,55.48
296905,12793,3,3.6,26.75,134,241,15.58,192.2,42.88
296920,12794,6,3.4,25.33,17,245,23.97,124.8,80.54
296946,12795,7,4.08,17.45,18,210,10.53,105.75,62.36
296990,12796,2,3.0,162.0,3,165,0.0,84.0,81.0
296992,12797,4,3.88,31.14,17,235,36.91,167.12,66.4
297021,12798,4,2.67,29.8,74,223,23.86,124.33,50.3
297034,12799,7,3.44,25.5,29,233,20.4,115.44,75.43
297055,12800,2,4.33,73.0,3,149,59.0,95.67,65.77
297066,12801,8,3.77,18.58,7,230,12.22,118.23,77.57
297106,12802,7,4.0,23.6,6,242,13.89,142.09,73.11
297142,12803,7,4.93,15.0,34,244,10.36,129.6,72.49
297200,12804,7,4.59,14.19,4,231,18.49,138.29,66.53
297264,12805,6,4.38,18.5,8,230,19.05,122.54,73.31
297306,12806,5,5.83,41.2,31,237,34.23,141.83,77.63
297318,12807,7,1.92,16.91,41,227,6.67,136.08,61.77
297341,12808,7,6.67,16.07,6,231,12.82,122.47,80.64
297421,12809,3,4.6,47.75,43,234,43.22,103.2,73.47
297441,12810,5,4.5,28.2,58,199,11.46,133.0,53.07
297464,12811,5,3.38,21.14,84,232,15.06,171.25,48.74
297484,12812,6,3.88,32.86,6,236,18.67,128.0,76.09
297505,12813,7,4.0,26.75,7,221,16.74,135.44,76.92
297529,12814,6,4.83,31.2,30,186,14.77,111.67,59.97
297544,12815,5,4.64,21.2,1,213,22.13,95.36,73.8
297588,12816,5,3.33,20.0,66,226,17.99,148.67,60.16
297614,12817,2,1.0,165.0,6,171,0.0,88.5,82.5
297616,12818,5,2.17,24.0,21,141,12.15,70.5,41.27
297627,12819,4,5.12,30.29,28,240,27.53,169.38,68.44
297652,12820,2,4.0,142.0,13,155,0.0,84.0,71.0
297660,12821,3,4.5,50.67,63,215,28.76,123.75,61.24
297672,12822,4,4.25,55.33,18,184,14.61,92.25,62.02
297683,12823,6,4.58,19.45,28,242,22.51,157.0,64.24
297721,12824,6,3.75,33.0,7,238,19.54,145.38,78.0
297743,12825,7,5.73,21.9,18,237,16.86,113.45,64.98
297794,12826,7,6.3,24.89,1,225,19.87,136.1,69.14
297845,12827,4,5.78,20.75,1,167,15.79,76.78,55.31
297874,12828,3,3.67,58.0,6,122,24.0,56.0,48.69
297885,12829,8,3.5,12.79,1,244,8.17,137.55,66.72
297954,12830,6,4.5,33.57,10,245,15.63,131.38,74.93
297976,12831,5,4.0,38.2,41,232,26.82,161.5,62.72
297998,12832,4,3.14,36.83,21,242,38.35,111.43,74.42
298014,12833,4,4.25,52.67,16,174,13.2,102.0,60.42
298028,12834,5,2.38,24.86,31,205,23.54,104.38,67.85
298043,12835,4,4.2,53.75,29,244,28.76,126.8,70.89
298058,12836,8,3.57,17.38,18,244,10.49,129.0,72.74
298103,12837,4,4.0,48.75,27,222,45.16,157.6,69.27
298118,12838,6,4.36,21.6,22,238,23.13,148.82,69.66
298149,12839,5,4.38,31.29,1,220,23.6,137.12,76.01
298171,12840,5,9.5,31.0,76,231,24.43,159.83,53.31
298195,12841,6,7.75,16.91,52,238,11.73,138.33,60.55
298244,12842,7,4.69,17.83,11,225,15.86,109.77,63.42
298294,12843,3,2.0,37.5,7,232,41.82,124.57,95.51
298308,12844,4,4.0,44.75,18,197,47.96,76.6,62.5
298323,12845,3,6.33,22.0,152,196,4.0,172.67,18.06
298332,12846,4,2.5,37.67,56,169,26.28,101.75,41.52
298342,12847,2,2.33,67.5,89,224,60.5,176.67,62.06
298349,12848,6,4.17,39.0,16,211,13.58,122.0,64.3
298366,12849,8,3.43,16.23,27,238,10.69,126.57,72.39
298413,12850,4,6.2,24.5,82,180,9.18,129.2,32.77
298428,12851,2,8.5,62.0,103,165,0.0,134.0,31.0
298437,12852,7,5.89,27.5,19,239,15.26,121.78,78.41
298465,12853,3,2.8,22.5,105,195,20.23,152.6,37.46
298473,12854,5,3.33,36.8,42,226,31.17,156.83,57.73
298491,12855,6,5.0,37.2,36,222,12.12,133.83,67.78
298516,12856,8,4.43,18.54,4,245,16.15,118.93,63.44
298568,12857,7,3.33,25.25,16,218,11.88,122.78,65.26
298594,12858,3,3.5,29.67,26,115,18.73,79.75,33.17
298606,12859,3,11.67,77.0,27,181,26.0,95.33,64.05
298627,12860,5,4.0,13.25,88,194,6.96,135.22,36.07
298654,12861,4,3.0,48.33,97,242,9.84,172.0,55.67
298662,12862,6,4.25,29.71,19,227,15.52,105.5,70.2
298686,12863,6,3.69,17.83,13,227,21.84,121.31,74.42
298718,12864,6,3.0,25.12,36,237,22.05,145.89,75.02
298739,12865,7,3.33,21.12,21,190,11.67,109.11,56.62
298765,12866,8,9.86,17.54,6,234,12.62,126.29,71.48
298826,12867,6,2.8,22.89,29,235,22.55,127.6,67.72
298851,12868,8,6.83,20.36,14,238,4.94,118.67,71.6
298924,12869,6,4.11,28.5,7,235,20.89,145.33,81.91
298952,12870,1,3.5,7.0,52,59,0.0,55.5,3.5
298959,12871,6,2.38,28.29,39,237,27.38,116.12,61.62
298975,12872,4,3.62,32.29,9,235,39.56,127.5,98.52
298994,12873,8,5.0,10.71,7,232,7.78,97.82,63.03
299084,12874,2,1.67,18.5,185,222,6.5,201.33,15.41
299088,12875,6,4.56,29.12,1,234,30.17,87.33,89.01
299111,12876,5,2.88,17.29,100,221,12.66,170.62,34.78
299132,12877,5,7.0,29.33,64,240,11.95,159.71,62.92
299152,12878,6,3.44,26.5,1,213,13.83,124.44,69.99
299178,12879,4,3.86,33.33,42,242,46.07,187.71,62.96
299197,12880,3,3.25,53.0,12,171,41.29,103.0,57.38
299208,12881,4,6.4,38.0,29,181,9.67,106.6,56.7
299225,12882,8,2.58,12.78,7,237,9.77,139.32,69.34
299266,12883,5,2.71,35.83,5,220,27.82,137.86,72.62
299283,12884,4,3.33,30.2,33,184,30.42,137.0,57.22
299298,12885,2,2.0,59.0,113,231,51.0,155.0,53.84
299304,12886,7,7.08,15.55,53,224,8.8,129.75,56.25
299357,12887,4,3.4,45.75,49,232,25.41,161.0,64.54
299372,12888,4,5.25,71.67,12,227,34.74,140.75,83.15
299384,12889,6,4.14,37.0,8,230,29.08,140.29,71.47
299403,12890,3,2.25,37.0,97,208,24.99,161.25,46.49
299409,12891,6,2.69,15.92,48,239,12.78,129.08,68.01
299436,12892,5,2.29,33.0,23,221,21.78,115.86,68.03
299450,12893,3,3.0,50.75,35,238,45.33,142.0,80.71
299460,12894,8,5.07,15.07,27,238,12.23,134.93,67.97
299525,12895,7,2.18,21.4,3,217,16.07,102.64,70.1
299546,12896,6,2.78,26.75,30,244,16.52,130.22,59.88
299563,12897,4,3.5,19.43,106,242,23.8,171.75,55.09
299587,12898,6,2.89,25.0,30,230,15.22,131.89,63.08
299605,12899,3,5.0,34.25,13,150,27.32,103.6,51.21
299616,12900,8,3.92,9.25,22,244,7.94,143.64,65.91
299672,12901,7,3.27,20.0,25,225,14.51,124.64,69.89
299699,12902,5,3.43,22.83,6,143,8.74,75.0,48.44
299717,12903,2,3.0,103.5,31,238,87.5,105.33,94.04
299725,12904,6,4.11,19.5,77,233,16.87,145.11,48.02
299757,12905,3,3.6,34.0,44,180,23.27,126.4,52.16
299768,12906,3,6.6,35.0,67,207,29.28,124.2,56.38
299781,12907,4,3.5,52.33,21,178,19.48,102.5,62.21
299791,12908,6,3.5,25.86,1,182,14.83,87.62,64.89
299812,12909,6,4.27,18.2,43,225,15.13,121.18,62.92
299852,12910,6,4.0,17.45,39,231,13.75,137.83,66.56
299885,12911,7,3.31,18.75,15,240,15.19,118.69,74.84
299912,12912,2,1.0,149.0,21,170,0.0,95.5,74.5
299914,12913,3,1.5,66.33,28,227,45.84,121.5,70.62
299920,12914,5,7.57,31.17,27,214,20.09,102.14,65.59
299955,12915,6,3.2,23.22,27,236,17.13,130.5,67.17
299985,12916,7,3.58,12.78,14,244,11.73,154.95,75.54
300040,12917,7,5.25,21.18,1,234,14.85,112.58,83.39
300092,12918,7,2.65,13.0,37,245,11.42,136.88,66.6
300129,12919,4,3.67,27.4,61,198,25.38,149.0,55.14
300147,12920,5,6.75,26.29,35,219,20.73,99.62,60.68
300167,12921,8,3.33,20.18,7,229,14.36,111.75,68.59
300197,12922,5,6.17,30.0,76,226,21.05,140.17,56.35
300224,12923,7,3.16,13.06,4,239,9.9,114.68,71.7
300274,12924,6,8.5,24.78,18,241,18.93,129.9,70.73
300318,12925,6,5.14,35.67,5,219,18.09,98.43,78.91
300348,12926,7,5.55,21.2,8,220,12.2,108.91,71.76
300384,12927,5,4.43,32.17,43,236,30.02,108.14,60.66
300412,12928,4,3.5,32.0,114,210,4.55,159.25,36.0
300418,12929,8,6.63,12.33,16,238,9.33,129.42,70.06
300504,12930,7,4.56,26.5,21,233,16.33,148.11,72.52
300527,12931,5,3.5,13.78,113,237,6.49,177.6,39.79
300553,12932,4,4.5,45.67,37,174,21.06,102.0,48.93
300563,12933,7,2.78,27.75,6,228,12.2,117.11,75.73
300579,12934,4,5.0,74.67,13,237,37.63,114.75,80.43
300586,12935,3,4.33,86.5,22,195,24.5,116.67,71.57
300598,12936,2,4.0,20.0,78,98,0.0,88.0,10.0
300604,12937,3,5.33,75.0,35,185,71.0,133.67,69.79
300618,12938,5,5.38,25.86,64,245,19.72,169.5,64.62
300649,12939,3,3.8,38.75,53,208,47.52,163.8,56.61
300665,12940,8,6.44,26.25,6,216,11.42,107.33,67.27
300680,12941,1,7.5,1.0,194,195,0.0,194.5,0.5
300693,12942,6,4.33,21.91,4,245,20.67,154.67,77.31
300739,12943,6,3.27,19.2,33,225,16.95,132.36,66.68
300768,12944,6,4.27,19.9,31,230,14.87,131.64,59.94
300812,12945,5,3.5,33.86,5,242,26.81,140.88,87.0
300839,12946,3,5.67,88.0,6,182,13.0,89.67,72.11
300854,12947,6,3.1,21.67,37,232,13.98,123.1,62.66
300881,12948,7,2.33,29.5,3,239,15.91,121.78,88.09
300902,12949,6,3.44,27.5,16,236,16.71,152.44,76.01
300931,12950,6,5.77,19.33,11,243,16.54,129.31,72.5
300991,12951,5,3.11,15.75,37,163,9.16,84.56,42.31
301015,12952,3,3.0,44.33,95,228,27.38,170.5,55.07
301027,12953,3,4.5,62.67,16,204,45.76,138.0,75.18
301042,12954,7,5.86,17.54,14,242,14.47,137.0,61.67
301091,12955,5,5.29,29.33,41,217,20.19,153.14,66.23
301111,12956,5,6.29,33.5,38,239,26.27,152.43,69.32
301132,12957,3,4.67,51.5,56,159,14.5,102.67,42.6
301141,12958,8,4.83,18.73,22,228,11.71,102.75,65.39
301190,12959,5,2.8,20.22,58,240,20.87,158.8,57.89
301213,12960,5,3.38,27.14,47,237,21.46,135.5,70.64
301234,12961,6,4.22,25.5,41,245,16.09,152.56,68.13
301266,12962,2,3.0,67.0,172,239,0.0,205.5,33.5
301269,12963,7,4.73,23.4,3,237,19.45,135.36,82.33
301312,12964,4,3.0,62.0,56,242,26.55,161.5,68.27
301323,12965,5,4.0,36.6,61,244,22.63,166.17,68.27
301340,12966,5,3.44,27.12,6,223,25.93,115.67,71.63
301356,12967,5,4.2,41.25,35,200,6.57,118.6,57.37
301369,12968,5,5.17,36.8,56,240,19.69,134.33,70.83
301390,12969,5,2.57,34.83,17,226,24.69,112.29,79.56
301406,12970,4,4.2,52.5,20,230,46.84,105.2,83.66
301421,12971,7,3.56,24.88,40,239,11.73,144.67,67.28
301448,12972,6,3.38,29.14,30,234,16.94,125.62,74.88
301470,12973,5,1.71,38.67,13,245,34.79,159.14,84.73
301482,12974,6,2.0,23.38,58,245,18.8,124.11,57.79
301500,12975,6,2.29,26.5,67,226,17.19,155.71,49.77
301514,12976,5,2.67,38.4,38,230,18.88,144.67,67.24
301525,12977,6,4.38,19.83,3,241,17.11,145.15,72.61
301558,12978,3,2.0,70.5,36,177,36.5,94.33,60.08
301564,12979,2,6.67,58.0,94,210,52.0,134.67,53.32
301577,12980,6,3.29,32.17,28,221,14.17,129.43,65.73
301597,12981,6,4.33,29.75,1,239,30.44,114.78,85.52
