,userID,u_EF,u_avg_orders,u_avg_period,u_first_bought,u_last_bought,u_std_avg_period,u_mean_bought,u_std_bought
167302,8359,1,5.0,0.0,85,85,0.0,85.0,0.0
167305,8360,3,4.5,28.6,6,149,23.45,69.17,48.71
167320,8361,3,3.67,84.0,28,196,59.0,92.33,74.01
167330,8362,4,2.75,43.67,18,149,20.5,71.0,50.11
167341,8363,1,3.0,0.0,149,149,0.0,149.0,0.0
167344,8364,6,4.88,24.29,14,184,17.14,93.88,52.58
167370,8365,2,2.5,76.0,98,174,0.0,136.0,38.0
167375,8366,1,2.0,0.0,211,211,0.0,211.0,0.0
167376,8367,4,5.29,27.5,2,167,18.36,75.57,54.51
167405,8368,5,3.67,24.25,4,198,22.6,91.67,62.93
167431,8369,6,5.92,16.75,2,203,13.82,98.08,64.56
167489,8370,2,3.0,18.0,68,122,2.83,96.5,20.41
167499,8371,3,2.75,53.67,45,206,43.7,138.25,69.72
167509,8372,3,2.5,42.33,5,132,21.14,58.75,50.91
167517,8373,6,3.8,19.78,3,181,8.2,91.1,56.77
167539,8374,4,3.4,46.0,33,217,38.6,93.8,67.7
167553,8375,4,2.0,23.6,99,217,12.97,155.0,39.11
167562,8376,4,5.38,27.86,2,197,22.38,90.88,66.05
167595,8377,3,2.67,83.5,30,197,33.5,124.67,69.98
167599,8378,2,3.0,43.33,34,164,57.76,99.75,63.77
167604,8379,2,12.67,17.5,163,198,13.5,185.0,15.64
167626,8380,7,3.78,23.62,6,195,14.87,105.78,63.8
167655,8381,4,3.0,31.5,74,200,14.84,150.0,46.49
167661,8382,4,3.5,41.67,42,167,6.24,107.0,45.96
167675,8383,3,4.75,55.0,33,198,49.73,85.75,66.99
167690,8384,2,2.5,106.0,81,187,0.0,134.0,53.0
167693,8385,6,2.57,26.67,37,197,14.1,112.29,55.47
167709,8386,3,3.4,28.75,88,203,36.74,118.6,42.87
167720,8387,4,1.75,42.33,48,175,11.56,111.75,45.83
167726,8388,4,5.25,61.67,1,186,6.94,94.25,67.95
167737,8389,5,8.9,19.67,31,208,19.31,137.2,50.06
167762,8390,4,3.2,34.25,47,184,31.39,137.2,48.29
167778,8391,3,4.25,66.33,3,202,49.49,119.25,72.38
167795,8392,4,3.0,44.67,31,165,23.34,107.5,48.83
167807,8393,3,3.6,46.5,15,201,63.8,129.8,84.3
167821,8394,4,3.4,39.75,24,183,36.09,82.4,65.65
167833,8395,5,3.67,24.25,6,200,25.36,121.67,66.45
167861,8396,6,3.27,20.9,3,212,18.91,104.0,73.51
167886,8397,4,5.25,65.0,15,210,32.03,94.5,73.17
167899,8398,3,5.25,49.33,51,199,38.78,137.0,53.69
167910,8399,6,4.0,15.33,25,209,18.44,76.69,51.86
167941,8400,6,2.67,37.0,14,199,13.58,102.0,66.33
167952,8401,6,4.55,18.9,4,193,10.29,95.91,59.22
167995,8402,6,4.33,23.62,27,216,18.21,132.0,67.43
168030,8403,4,2.0,21.71,1,153,18.28,79.12,55.61
168043,8404,5,4.14,34.33,7,213,22.23,130.14,68.73
168070,8405,1,2.0,0.0,120,120,0.0,120.0,0.0
168072,8406,2,1.67,20.5,5,46,4.5,24.0,16.87
168076,8407,4,2.75,51.33,41,195,39.36,117.75,66.3
168083,8408,5,7.33,19.8,85,184,13.35,143.33,36.7
168104,8409,7,2.58,17.0,10,197,11.83,101.25,57.13
168127,8410,6,4.4,19.11,23,195,19.46,97.5,69.51
168165,8411,5,3.5,41.6,7,215,33.59,90.5,77.05
168181,8412,6,3.0,22.71,5,164,15.97,80.12,52.8
168197,8413,3,2.5,30.33,107,198,18.52,161.0,33.59
168203,8414,3,3.33,28.0,139,195,8.0,169.67,23.17
168208,8415,7,2.25,18.82,10,217,21.17,89.42,65.96
168233,8416,6,7.0,22.75,6,188,20.33,84.67,63.76
168292,8417,3,4.0,45.0,19,199,45.17,116.6,77.97
168302,8418,4,2.25,65.67,3,200,52.16,77.5,73.91
168311,8419,3,3.0,29.5,42,160,35.56,124.6,42.26
168324,8420,4,5.2,28.0,79,191,19.69,149.6,39.58
168345,8421,3,3.4,19.75,86,165,11.39,133.6,27.21
168361,8422,5,1.71,28.0,9,177,19.87,97.14,58.34
168370,8423,4,4.0,31.67,8,103,6.65,52.25,34.97
168383,8424,5,7.0,35.4,17,194,33.63,111.83,70.17
168410,8425,5,3.33,34.0,42,212,17.65,137.33,59.66
168422,8426,7,2.12,27.0,28,217,15.21,114.75,66.32
168439,8427,5,3.12,25.43,35,213,17.44,126.12,65.49
168454,8428,7,3.83,11.41,18,212,7.69,115.17,54.32
168518,8429,3,3.5,42.67,62,190,36.02,131.5,56.0
168526,8430,6,3.2,18.78,26,195,15.75,98.0,54.18
168546,8431,4,4.5,37.2,11,197,47.5,138.33,59.88
168563,8432,3,3.0,51.0,80,182,28.0,121.67,43.68
168569,8433,4,2.5,34.6,37,210,33.72,160.5,61.18
168581,8434,4,4.33,41.6,3,211,30.45,105.83,74.82
168601,8435,6,6.08,17.27,12,202,14.88,104.92,64.08
168665,8436,7,4.82,20.5,4,209,15.3,117.91,71.45
168706,8437,5,3.5,31.2,47,203,27.97,111.33,59.56
168722,8438,3,2.5,39.67,26,145,41.25,63.75,47.49
168732,8439,4,6.25,53.33,21,181,27.21,111.25,58.06
168755,8440,5,2.43,19.83,36,155,4.88,97.57,38.61
168767,8441,6,3.5,27.43,3,195,16.64,101.38,71.54
168791,8442,4,3.4,38.75,36,191,19.5,111.4,61.12
168805,8443,4,3.88,23.14,17,179,19.41,111.5,57.89
168826,8444,2,3.0,34.6,2,175,51.37,66.67,74.41
168840,8445,4,11.0,36.75,67,214,24.77,121.0,52.34
168862,8446,2,3.5,49.0,93,142,0.0,117.5,24.5
168868,8447,2,1.67,84.0,49,217,76.0,107.67,77.38
168872,8448,4,3.67,21.2,104,210,7.03,153.83,36.58
168884,8449,2,3.0,41.0,27,68,0.0,47.5,20.5
168889,8450,5,4.17,19.4,118,215,8.91,173.83,32.92
168907,8451,4,2.25,30.67,6,98,4.92,53.75,33.75
168916,8452,6,4.2,21.89,4,201,11.8,103.5,63.16
168951,8453,4,4.83,31.8,37,196,27.17,125.33,51.96
168973,8454,6,3.92,14.82,3,166,9.93,70.33,53.15
169013,8455,4,6.4,39.0,12,168,25.02,98.8,63.45
169041,8456,5,6.14,31.83,4,195,20.37,108.14,67.84
169074,8457,4,2.57,22.83,31,168,21.43,91.71,52.1
169092,8458,3,4.5,54.0,33,195,56.59,144.5,65.14
169104,8459,5,7.0,36.2,14,195,31.89,89.5,70.74
169117,8460,4,4.43,33.83,6,209,26.31,120.86,76.9
169140,8461,5,3.0,22.71,32,191,20.27,114.12,60.65
169162,8462,3,2.67,54.5,22,131,0.5,76.33,44.5
169170,8463,5,3.4,18.67,6,174,14.04,98.7,60.23
169194,8464,5,8.0,23.29,18,181,14.83,92.75,58.93
169223,8465,6,3.0,22.86,25,185,17.52,95.12,58.61
169239,8466,3,3.67,70.5,15,156,20.5,92.33,58.37
169247,8467,3,5.5,43.33,41,171,25.77,121.75,50.7
169262,8468,5,5.9,21.78,15,211,17.54,102.4,71.23
169302,8469,4,5.6,23.5,70,164,9.91,125.4,34.07
169318,8470,8,4.63,11.89,2,216,7.21,121.16,64.57
169381,8471,6,5.11,22.0,20,196,13.49,96.78,64.2
169415,8472,3,5.0,54.67,17,181,51.86,128.75,65.97
169426,8473,2,3.5,190.0,23,213,0.0,118.0,95.0
169431,8474,7,3.87,14.57,7,211,11.19,106.53,72.64
169469,8475,4,4.0,20.5,26,149,21.05,73.43,37.64
169493,8476,5,5.25,22.86,37,197,11.46,112.5,56.44
169521,8477,3,1.6,33.5,75,209,30.61,116.0,50.27
169527,8478,5,3.67,24.8,52,176,10.01,105.83,44.52
169544,8479,8,2.96,9.68,2,215,8.92,118.13,69.33
169597,8480,5,3.0,29.33,36,212,13.31,106.71,61.46
169617,8481,2,3.0,97.0,57,154,0.0,105.5,48.5
169623,8482,5,4.67,35.0,17,192,17.25,88.5,64.26
169649,8483,4,2.75,45.0,35,170,20.61,99.0,48.23
169659,8484,4,3.17,35.6,17,195,39.95,80.83,55.97
169669,8485,4,2.75,48.67,29,175,21.79,115.25,55.62
169675,8486,5,4.75,23.29,35,198,23.58,135.38,48.25
169707,8487,5,3.0,21.38,41,212,17.25,109.56,51.96
169725,8488,7,2.95,11.26,1,215,9.27,108.9,70.98
169771,8489,4,4.33,42.0,2,212,31.04,128.0,68.63
169793,8490,6,3.38,14.17,37,207,7.03,126.69,57.07
169828,8491,5,2.6,48.5,3,197,11.43,96.6,71.88
169838,8492,4,3.83,35.8,34,213,33.67,105.83,55.16
169856,8493,3,6.5,57.33,39,211,30.14,142.75,67.88
169868,8494,4,5.8,46.25,27,212,31.43,130.8,73.07
169883,8495,6,3.0,26.86,22,210,16.92,122.75,68.77
169905,8496,5,3.38,17.0,8,212,21.0,130.54,63.01
169939,8497,5,3.57,33.17,2,201,31.01,98.86,65.79
169957,8498,4,2.6,39.75,43,202,24.26,129.8,64.28
169963,8499,6,2.0,24.12,6,199,12.27,89.0,57.96
169980,8500,2,3.0,16.5,1,34,1.5,17.0,13.49
169988,8501,5,3.14,34.67,8,216,27.34,122.43,80.53
170008,8502,7,4.5,21.56,3,197,8.93,117.3,64.88
170050,8503,5,5.1,18.67,6,174,15.63,104.6,52.59
170079,8504,5,2.71,25.67,49,203,21.19,97.71,52.37
170094,8505,8,3.5,11.06,28,216,6.86,107.28,54.67
170138,8506,6,4.17,38.0,2,192,16.02,97.0,60.16
170158,8507,5,3.8,38.0,7,159,7.84,76.4,53.35
170176,8508,4,4.25,37.33,28,140,24.78,69.0,43.83
170186,8509,4,5.4,36.0,36,180,13.21,114.6,48.69
170201,8510,3,4.0,76.0,41,193,44.0,102.33,65.43
170210,8511,4,3.4,45.0,25,205,34.12,86.6,65.02
170227,8512,3,2.33,65.0,72,202,27.0,128.0,54.58
170233,8513,6,5.29,31.83,12,203,22.71,120.0,59.34
170256,8514,3,2.0,32.5,31,96,22.5,71.0,28.58
170260,8515,3,5.33,54.5,50,159,48.5,120.67,50.03
170271,8516,4,8.0,30.5,62,184,20.35,139.4,44.03
170299,8517,6,2.36,19.7,13,210,13.01,104.18,67.4
170322,8518,5,2.56,24.88,5,204,32.44,78.56,52.15
170344,8519,3,4.75,48.33,28,173,44.05,126.75,58.84
170361,8520,4,4.0,51.0,36,189,19.8,102.0,56.63
170374,8521,6,2.82,20.0,4,204,13.89,101.36,67.93
170402,8522,3,9.33,61.5,90,213,29.5,141.67,52.1
170424,8523,6,5.12,26.43,32,217,16.74,125.25,54.2
170449,8524,5,3.6,43.5,14,188,33.4,83.0,60.32
170459,8525,6,4.78,19.25,22,176,9.74,96.44,46.93
170490,8526,2,4.5,8.67,136,162,6.65,149.5,11.19
170500,8527,3,3.25,52.33,4,161,58.27,115.5,65.0
170509,8528,7,3.1,22.33,7,208,15.91,114.3,63.18
170533,8529,3,1.6,17.75,40,111,10.92,66.8,25.16
170539,8530,6,3.75,16.18,1,179,10.73,101.17,51.78
170576,8531,5,3.33,31.0,23,178,27.41,76.17,51.81
170595,8532,2,4.33,27.0,122,176,7.0,151.33,22.29
170608,8533,3,4.75,16.0,112,160,9.42,140.25,17.67
170623,8534,6,5.3,22.78,6,211,14.97,133.8,66.91
170655,8535,4,3.44,22.5,16,196,27.58,145.22,54.24
170683,8536,6,3.22,17.88,54,197,12.69,120.44,42.67
170705,8537,4,4.83,22.4,76,188,16.62,130.83,43.02
170725,8538,2,2.33,27.0,68,122,10.0,91.67,22.54
170730,8539,5,2.0,17.25,66,204,10.64,121.11,44.0
170746,8540,3,5.33,84.0,6,174,29.0,80.33,69.93
170756,8541,4,3.67,29.4,35,182,29.87,105.17,55.62
170774,8542,4,6.0,69.67,1,210,40.12,100.75,74.21
170795,8543,5,3.2,44.5,15,193,29.84,82.6,61.46
170810,8544,4,3.5,29.8,19,168,27.81,122.0,50.86
170828,8545,7,3.14,13.15,16,187,10.35,95.57,55.08
170869,8546,3,3.5,27.67,67,150,20.89,121.25,33.71
170883,8547,3,2.67,102.0,12,216,59.0,94.33,87.8
170889,8548,4,4.25,45.67,21,158,17.17,83.75,54.07
170896,8549,3,9.75,42.0,26,152,30.69,80.75,45.32
170905,8550,4,3.5,31.8,53,212,34.83,122.33,64.08
170925,8551,5,3.5,35.4,1,178,19.3,83.0,65.18
170944,8552,4,5.6,40.75,34,197,32.15,132.8,63.46
170971,8553,5,2.25,21.29,21,170,17.79,114.5,45.76
170986,8554,3,4.4,24.75,76,175,27.11,128.8,41.35
171006,8555,7,3.83,16.91,21,207,12.35,95.33,58.04
171047,8556,5,3.0,35.4,19,196,14.44,119.67,59.7
171061,8557,1,3.0,0.0,25,25,0.0,25.0,0.0
171064,8558,1,5.0,6.0,174,180,0.0,177.0,3.0
171069,8559,4,5.0,33.17,1,200,23.03,90.71,70.48
171090,8560,4,6.11,22.0,16,192,21.18,90.44,63.17
171131,8561,3,5.4,42.75,4,175,36.13,61.0,67.53
171148,8562,6,4.0,31.0,1,187,22.12,114.71,58.95
171176,8563,7,3.79,15.23,5,203,9.21,89.36,64.29
171211,8564,4,5.4,44.75,29,208,35.63,112.6,65.82
171225,8565,3,3.25,48.33,31,176,15.63,96.75,56.44
171233,8566,6,2.86,26.33,27,185,15.72,101.0,61.26
171252,8567,7,3.64,18.7,17,204,14.32,94.0,60.03
171286,8568,5,2.0,43.0,16,188,24.01,87.8,59.22
171295,8569,2,2.25,37.33,87,199,45.76,166.75,46.19
171300,8570,5,6.83,20.2,92,193,10.87,134.0,36.76
171331,8571,4,3.33,33.0,35,200,31.05,136.0,64.9
171344,8572,7,6.08,17.08,8,213,12.78,136.31,62.75
171395,8573,4,3.75,20.71,42,187,20.27,119.62,52.69
171417,8574,4,2.83,34.0,13,183,24.66,107.33,56.43
171432,8575,4,2.8,43.75,26,201,19.42,115.6,57.97
171439,8576,6,2.77,14.75,34,211,10.32,121.38,61.42
171472,8577,4,4.12,28.86,6,208,32.76,102.25,79.26
171494,8578,1,1.0,0.0,132,132,0.0,132.0,0.0
171495,8579,7,4.43,15.23,14,212,12.37,131.64,64.5
171545,8580,5,5.33,26.6,82,215,16.69,132.33,44.01
171572,8581,7,3.56,21.88,17,192,15.94,101.67,54.89
171599,8582,4,5.33,29.8,63,212,16.62,151.83,54.9
171621,8583,4,3.6,24.25,91,188,21.18,124.2,38.28
171636,8584,5,5.4,34.75,27,166,12.58,98.4,50.5
171657,8585,4,5.67,27.2,47,183,17.17,123.5,48.34
171687,8586,6,3.17,12.64,61,200,6.98,136.67,47.6
171717,8587,6,4.89,24.62,4,201,22.41,134.11,60.25
171741,8588,6,3.0,27.57,18,211,17.13,123.62,66.12
171756,8589,5,3.29,27.17,35,198,16.96,119.57,63.49
171772,8590,5,3.29,26.33,35,193,18.55,120.71,60.91
171788,8591,7,4.83,15.55,28,199,9.89,126.92,52.65
171819,8592,7,2.79,16.54,2,217,15.99,73.36,64.65
171854,8593,5,4.67,23.6,78,196,8.59,129.33,41.47
171874,8594,2,4.5,59.0,132,191,0.0,161.5,29.5
171883,8595,6,4.67,22.5,17,197,16.45,125.44,59.9
171921,8596,5,6.11,22.75,30,212,13.56,126.0,61.19
171947,8597,2,1.5,40.0,30,70,0.0,50.0,20.0
171950,8598,4,5.4,40.0,17,177,22.45,113.0,58.3
171961,8599,6,3.0,20.6,4,210,19.48,94.0,66.78
171989,8600,5,5.38,15.14,92,198,9.46,144.75,39.15
172018,8601,4,2.5,36.8,14,198,19.51,100.17,64.32
172032,8602,7,6.11,22.88,27,210,8.12,119.33,57.31
172080,8603,7,4.73,17.7,23,200,10.9,121.45,52.99
172128,8604,7,2.43,14.0,5,187,9.88,90.07,59.33
172157,8605,4,4.83,27.6,2,140,15.65,63.17,44.21
172175,8606,5,3.75,15.45,31,201,12.14,118.67,60.0
172207,8607,4,3.43,14.83,81,170,8.78,126.29,28.34
172227,8608,5,4.75,28.86,8,210,21.6,104.38,69.82
172257,8609,5,4.29,33.17,5,204,29.59,92.0,59.9
172280,8610,2,4.67,51.5,40,143,37.5,79.0,45.61
172290,8611,6,3.5,17.73,5,200,15.56,91.17,64.28
172319,8612,2,3.0,32.67,75,173,36.53,103.5,40.48
172330,8613,3,3.75,29.57,2,209,36.81,118.5,86.28
172347,8614,4,13.17,28.0,34,174,28.14,89.33,53.35
172376,8615,4,4.5,56.0,13,181,36.89,113.75,62.16
172391,8616,1,2.5,5.0,170,175,0.0,172.5,2.5
172395,8617,3,1.8,42.0,21,189,36.65,89.2,61.32
172404,8618,2,4.25,65.33,13,209,74.85,149.25,79.19
172414,8619,5,3.57,22.17,22,155,18.6,73.0,47.49
172438,8620,4,1.6,25.0,44,144,15.89,99.8,40.49
172445,8621,4,6.4,42.5,23,193,35.78,78.0,64.48
172462,8622,3,3.75,58.67,34,210,46.2,150.25,71.05
172475,8623,3,3.5,25.8,47,176,29.31,119.17,53.4
172495,8624,4,3.75,61.0,19,202,10.61,110.75,66.71
172507,8625,4,2.75,55.33,17,183,31.59,116.5,62.01
172516,8626,2,1.67,89.0,24,202,82.0,140.33,82.31
172519,8627,7,4.7,20.0,30,210,10.82,123.8,62.38
172554,8628,6,4.45,14.6,71,217,12.38,147.18,47.5
172572,8629,3,2.25,40.67,73,195,27.52,150.75,48.93
172576,8630,3,2.67,63.0,10,136,31.0,83.33,53.47
172583,8631,4,6.14,34.33,4,210,21.19,118.0,68.15
172621,8632,5,2.5,24.86,42,216,21.9,143.62,48.14
172641,8633,4,2.38,24.71,38,211,31.77,122.5,71.21
172660,8634,3,6.33,71.0,41,183,49.0,95.67,62.4
172673,8635,4,2.83,31.8,2,161,26.15,70.83,64.61
172689,8636,4,4.8,36.75,29,176,20.49,113.8,49.22
172706,8637,6,1.88,24.71,30,203,10.89,131.88,58.61
172721,8638,4,3.33,40.6,8,211,46.52,68.0,68.32
172733,8639,5,4.0,30.6,17,170,15.86,79.67,55.12
172754,8640,3,5.5,61.0,17,200,47.9,137.75,73.71
172761,8641,4,7.33,30.2,29,180,7.3,106.33,50.49
172796,8642,6,1.67,32.8,24,188,4.96,107.67,57.06
172806,8643,4,5.0,29.2,42,188,28.17,127.5,60.91
172828,8644,8,4.67,14.43,14,216,9.26,112.93,62.85
172859,8645,6,3.77,14.42,40,213,10.17,142.85,52.52
172901,8646,3,3.0,38.67,27,143,38.9,107.25,47.14
172909,8647,2,3.2,25.0,43,143,23.44,101.2,40.93
172924,8648,4,4.4,50.0,10,210,52.69,147.0,71.47
172934,8649,5,2.5,30.8,45,199,13.59,120.5,54.19
172947,8650,7,3.67,12.21,16,187,10.37,101.87,51.6
172988,8651,6,5.17,40.6,8,211,11.69,105.17,65.84
173009,8652,3,5.17,12.2,94,155,4.62,124.0,21.32
173024,8653,5,2.43,24.5,49,196,16.32,109.29,50.06
173033,8654,4,3.0,36.8,15,199,33.32,121.5,67.48
173047,8655,1,2.0,0.0,168,168,0.0,168.0,0.0
173049,8656,5,4.12,26.43,26,211,19.19,109.25,57.14
173072,8657,7,2.36,20.7,5,212,12.3,116.64,68.2
173092,8658,4,2.75,54.33,22,185,20.82,110.0,58.89
173098,8659,3,4.57,29.67,3,181,24.64,92.71,70.41
173126,8660,4,3.6,41.75,19,186,19.95,91.0,64.65
173140,8661,6,3.33,16.75,55,189,13.01,116.56,39.25
173166,8662,6,5.91,20.3,8,211,14.72,109.82,72.63
173210,8663,2,2.25,38.33,17,132,48.62,99.5,47.73
173216,8664,3,3.6,45.75,14,197,58.57,117.4,83.12
173232,8665,3,3.33,73.5,47,194,62.5,141.33,66.85
173240,8666,5,3.75,25.71,2,182,16.28,77.5,57.14
173262,8667,7,3.86,13.77,19,198,10.23,102.29,59.39
173309,8668,7,4.83,19.09,6,216,9.39,117.33,69.33
173346,8669,6,4.0,29.71,3,211,15.13,114.62,71.16
173363,8670,7,3.73,21.5,2,217,16.76,124.0,72.67
173392,8671,5,8.4,47.0,6,194,17.01,95.8,63.83
173419,8672,5,5.17,31.8,28,187,22.17,101.5,59.75
173432,8673,3,2.6,35.5,17,159,42.72,115.0,50.22
173443,8674,3,3.67,36.5,51,124,22.5,95.0,31.63
173454,8675,3,3.67,53.5,69,176,24.5,114.33,45.18
173459,8676,6,4.79,15.46,2,203,13.5,95.07,60.92
173510,8677,8,4.56,14.07,4,215,7.96,115.69,63.73
173565,8678,7,3.88,25.71,11,191,7.53,104.5,58.86
173593,8679,3,4.0,36.0,45,189,25.27,111.0,54.11
173602,8680,5,3.0,36.2,15,196,25.58,107.5,70.19
173616,8681,3,2.0,43.5,28,115,23.5,63.67,37.21
173621,8682,2,1.0,49.0,63,112,0.0,87.5,24.5
173623,8683,4,4.25,55.67,45,212,17.25,127.75,65.47
173636,8684,5,5.0,25.83,35,190,23.66,100.0,55.68
173666,8685,6,3.56,21.12,48,217,18.18,161.44,50.43
173691,8686,6,4.14,30.17,12,193,15.18,97.71,55.53
173710,8687,4,2.0,48.0,31,175,27.07,118.25,54.41
173718,8688,3,4.0,34.5,106,175,15.5,135.33,29.1
173727,8689,1,4.5,10.0,31,41,0.0,36.0,5.0
173730,8690,4,7.6,44.5,33,211,41.34,111.2,70.56
173757,8691,5,3.0,24.86,37,211,15.62,132.0,58.14
173777,8692,5,3.0,26.5,43,202,13.25,136.71,53.51
173795,8693,5,4.5,36.0,7,187,18.96,103.0,58.88
173812,8694,7,2.47,14.14,5,203,11.24,130.27,58.67
173841,8695,7,3.14,28.0,28,196,17.63,106.29,61.3
173860,8696,1,10.5,7.0,16,23,0.0,19.5,3.5
173874,8697,4,3.5,14.86,9,113,9.03,56.5,34.8
173896,8698,6,3.62,25.0,23,198,15.67,117.38,60.17
173920,8699,6,3.25,22.0,43,197,11.25,111.12,50.81
173939,8700,6,3.5,20.0,33,213,9.82,121.1,60.03
173960,8701,6,4.77,15.83,11,201,16.36,88.92,60.95
174004,8702,4,4.33,35.4,3,180,31.53,94.67,70.08
174022,8703,4,2.4,35.25,38,179,15.8,118.6,52.08
174034,8704,4,6.5,19.44,35,210,20.68,138.7,59.96
174071,8705,2,2.0,183.0,4,187,0.0,95.5,91.5
174075,8706,3,8.0,28.0,108,164,6.0,134.0,23.04
174087,8707,2,1.5,44.0,90,134,0.0,112.0,22.0
174089,8708,5,3.12,28.29,6,204,24.79,84.75,64.97
174110,8709,7,7.25,14.09,60,215,13.37,147.42,56.73
174143,8710,2,1.0,79.5,47,206,66.5,148.67,72.08
174146,8711,6,2.5,17.89,6,167,13.59,73.6,48.72
174168,8712,4,2.4,37.25,6,155,37.59,106.2,52.72
174179,8713,6,5.33,17.27,18,208,11.25,107.83,61.33
174231,8714,7,2.33,18.36,11,213,12.4,105.42,64.58
174256,8715,4,4.43,29.33,37,213,23.4,106.71,69.78
174279,8716,3,3.0,59.33,6,184,39.97,90.0,63.15
174288,8717,2,3.67,41.5,98,181,34.5,128.0,37.59
174295,8718,6,3.36,18.9,14,203,15.88,113.64,68.3
174330,8719,3,7.0,60.5,67,188,12.5,131.67,49.75
174350,8720,6,4.0,27.5,22,187,14.38,117.29,60.61
174368,8721,3,1.67,39.8,14,213,39.33,91.17,82.03
174377,8722,3,3.67,39.6,7,205,46.41,122.67,58.49
174398,8723,6,3.56,20.75,4,170,11.93,79.67,55.94
174421,8724,4,2.33,35.2,37,213,30.28,148.83,57.14
174433,8725,6,3.43,33.17,17,216,19.13,102.57,63.15
174445,8726,3,3.0,78.5,40,197,46.5,103.0,67.74
174452,8727,5,4.29,27.67,10,176,21.26,72.0,51.88
174479,8728,3,4.0,31.6,34,192,29.45,85.83,56.78
174497,8729,1,5.0,0.0,213,213,0.0,213.0,0.0
174500,8730,4,2.86,20.83,62,187,18.87,115.29,48.88
174517,8731,4,4.6,40.0,39,199,23.46,118.6,63.69
174534,8732,7,2.09,18.2,12,194,9.58,91.27,52.97
174556,8733,5,3.86,26.0,11,167,22.69,115.86,50.8
174570,8734,5,2.22,26.38,5,216,21.58,109.56,68.49
174589,8735,3,1.67,62.5,21,146,21.5,76.33,52.03
174594,8736,5,4.6,22.11,5,204,19.38,98.9,73.52
174632,8737,3,5.25,59.67,13,192,40.55,119.25,74.74
174650,8738,7,5.5,22.56,14,217,13.01,107.1,57.2
174689,8739,6,3.44,25.12,2,203,18.76,121.11,62.94
174717,8740,3,4.67,24.8,32,156,25.79,69.67,46.89
174741,8741,6,4.93,14.21,14,213,13.61,108.67,70.74
174797,8742,4,5.0,47.75,6,197,45.26,101.0,77.21
174818,8743,1,2.0,0.0,30,30,0.0,30.0,0.0
174820,8744,5,7.17,35.6,33,211,16.08,113.17,65.76
174850,8745,6,2.78,22.12,28,205,14.28,101.33,54.57
174873,8746,7,3.87,15.0,2,212,13.49,113.73,68.75
174920,8747,7,5.73,19.5,21,216,10.56,126.09,60.45
174958,8748,4,6.25,38.67,51,167,24.5,116.75,41.86
174963,8749,2,3.0,15.0,78,93,0.0,85.5,7.5
174969,8750,7,4.67,16.91,18,204,11.78,126.5,64.18
175013,8751,4,4.0,59.67,6,185,37.61,106.0,74.47
175025,8752,6,5.43,28.33,31,201,14.27,125.29,56.62
175050,8753,5,5.0,25.29,35,212,16.76,133.25,60.58
175072,8754,6,2.83,36.8,14,198,18.85,107.67,69.48
175084,8755,2,3.5,102.0,113,215,0.0,164.0,51.0
175091,8756,2,7.5,64.0,41,105,0.0,73.0,32.0
175099,8757,6,7.0,13.42,40,201,11.54,131.85,57.79
175150,8758,2,3.5,55.0,110,165,0.0,137.5,27.5
175152,8759,2,3.0,43.5,127,214,35.5,158.67,39.26
175158,8760,6,7.5,18.78,7,176,9.5,100.2,56.26
175227,8761,3,5.67,42.0,7,91,10.0,52.33,34.62
175240,8762,7,3.83,17.82,2,198,15.9,103.42,59.14
175273,8763,2,3.5,43.0,56,99,0.0,77.5,21.5
175276,8764,5,3.22,20.38,7,170,15.4,76.67,48.73
175293,8765,4,1.8,46.5,11,197,25.24,84.0,66.21
175301,8766,2,3.67,56.5,104,217,55.5,179.0,53.03
175312,8767,6,2.1,20.33,17,200,16.43,125.2,57.77
175332,8768,3,3.0,23.5,72,166,30.96,140.0,34.54
175342,8769,6,4.56,25.25,15,217,19.43,111.89,72.57
175377,8770,6,6.17,42.8,3,217,27.36,134.83,76.93
175401,8771,5,2.89,22.75,2,184,17.61,62.78,59.81
175421,8772,6,4.44,21.25,39,209,19.12,116.89,61.62
175459,8773,5,4.8,45.25,1,182,17.77,96.6,63.33
175480,8774,6,3.38,30.14,6,217,21.57,113.75,69.63
175502,8775,7,3.5,21.33,19,211,15.25,127.3,60.49
175534,8776,4,3.33,35.6,17,195,44.69,77.17,55.86
175551,8777,2,3.5,61.0,68,129,0.0,98.5,30.5
175557,8778,4,3.5,67.33,7,209,43.67,133.25,77.55
175566,8779,5,3.0,39.75,30,189,20.69,95.4,61.35
175578,8780,5,2.62,28.14,7,204,33.45,114.0,80.86
175596,8781,3,2.83,35.0,25,200,53.22,157.17,60.29
175613,8782,4,2.0,38.25,43,196,26.7,137.6,56.44
175620,8783,5,6.0,27.8,10,149,15.22,74.33,42.95
175651,8784,5,4.57,26.5,6,165,15.78,67.86,51.07
175677,8785,6,3.11,22.62,13,194,13.91,107.67,68.13
175698,8786,6,4.22,20.75,51,217,16.43,154.89,56.38
175717,8787,1,3.0,0.0,162,162,0.0,162.0,0.0
175719,8788,3,4.0,56.0,84,196,25.0,131.67,47.22
175729,8789,3,13.0,76.5,51,204,20.5,120.67,63.21
175745,8790,5,2.4,19.44,27,202,19.6,144.4,55.31
175769,8791,6,5.09,18.8,1,189,16.96,90.64,51.48
175800,8792,3,2.0,43.67,62,193,30.3,146.0,52.57
175804,8793,4,3.25,43.67,54,185,20.27,128.25,52.28
